uniName,Course_listing_Link,LISTING_PROGRAMME,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Entry Req Link,EnglishRequirementLink,ScholarshipLink,Comment
,,,,,,,,,pdf/ not found
University of Derby,https://www.derby.ac.uk/courses/a-z/,,,,Access to Higher Education Diploma (Business and Law) - Access - University of Derby,"International Foundation Programme (IFP)

Qualification: HSC /Intermediate Certificate/Alim
Requirement: Grade C/40%/GPA 2.0 in Maths (and English tbc)

Foundation Pathway Programme (FPP)

Qualification: Applicants are not eligible for this pathway as English is not studied as a first language, refer to IFP instead
Requirement: N/A

Undergraduate with foundation year

Qualification: Polytechnic diploma by the Bangladesh Technical Education Board
Requirement: 45% (2nd division)

Qualification: 2 year Bachelor degree
Requirement: 45% (2nd division)

Undergraduate

Qualification: Polytechnic diploma by the Bangladesh Technical Education Board
Requirement: 60% overall

Qualification: First year entry - 2 years Bachelors Degree
Requirement: 50% overall

Qualification: Second year entry - 3-4 years Bachelors Degree
Requirement: 50% overall

Qualification: Third year entry - 3-5 years Bachelors Degree
Requirement: 50% overall

Postgraduate

Qualification: Bachelors from NARIC or government recognised institution
Requirement: 50% or 2.7 for 2:2 | 60% or 3.0 for 2:1",https://www.derby.ac.uk/life/international-students/applicants/english-language-tests/,https://www.derby.ac.uk/study/fees-finance/scholarships/,
