uniName,LISTING_PROGRAMME,Course_listing_Link,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Req Link,EnglishRequirementLink,ScholarshipLink,Comment
,,,,,,r.html,e.html,s.html,pdf/ not found
,Undergraduate,https://www.keele.ac.uk/study/undergraduate/undergraduatecourses/,,,https://www.keele.ac.uk/study/undergraduate/undergraduatecourses/computerscience/#fees,https://www.keele.ac.uk/study/internationalstudents/yourcountry/asia/bangladesh/#postgraduate-taught-entry-requirements,https://www.keele.ac.uk/study/undergraduate/apply/entryrequirements/internationalentryrequirements/englishlanguagerequirements/#english-language-tests-(groups),,"Undergraduate Global Scholarship	£3,000 tuition fee discount	Academic achievement 	Automatic
Advanced Entry Scholarship (UG)	£3,000 tuition fee discount	Academic achievement 	Automatic
International Baccalaureate Global Scholarship	£1,000 tuition fee discount	Academic achievement	Automatic"
,Postgraduate,https://www.keele.ac.uk/study/postgraduatestudy/postgraduatecourses/?subject=all,,,https://www.keele.ac.uk/study/postgraduatestudy/postgraduatecourses/artificialintelligenceanddatascience/#pgt-ent-req-optionB,,,,"Bursary / scholarship (click to find out more)

Amount        Eligibility Criteria        Process 
Keele Alumni Discount        20% tuition fee discount / 10% tuition fee discount for online courses          Alumni        Automatic 
Postgraduate Global Scholarship        £3,000 - £5,000 one off tuition fee discount        Academic achievement         Automatic
Chevening Scholarships        Full fee waiver and monthly stipend         Specific countries         Application
GREAT Scholarship        £10,000 one off tuition fee discount         Specific countries        Application

https://www.keele.ac.uk/study/postgraduatestudy/tuitionfeesandfunding/postgraduatefunding/postgraduatebursariesandscholarshipsinternational/"
,Foundation,https://www.keele.ac.uk/study/foundationyears/septemberstart/,,,https://www.keele.ac.uk/study/undergraduate/undergraduatecourses/businessmanagementwithinternationaltourism/#foundationyear,,,,
