uniName,Course_listing_Link,LISTING_PROGRAMME,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Entry Req Link,EnglishRequirementLink,ScholarshipLink,Comment
,,,,,,,,,pdf/ not found
Teesside University,https://www.tees.ac.uk/sections/coursesearch/,,,,https://www.tees.ac.uk/undergraduate_courses/animation_concept_art_&_visual_effects/ba_(hons)_2d_animation_and_stop_motion.cfm,https://www.tees.ac.uk/sections/international/country_details.cfm?country_id=21,https://connect.tees.ac.uk/docs/publicdocumentslibraries/default-document-library/legal-and-governance-services/english-language-approved-tests-accepted-qualifications-and-exemptions-criteria-2025-2026.pdf?sfvrsn=6faf5957_12,https://www.tees.ac.uk/sections/international/scholarships.cfm,pdf english requirements
,2,,,,,"Entry requirements

Qualification	Entry requirements
For entry onto a Foundation or Extended programme, applicants require:	
Each application is considered on a case-by-case basis by the relevant School.

For entry onto an Undergraduate programme, applicants require:	
For entry onto Year 1: Higher Secondary Certificate (70% minimum) and an approved foundation course

For entry onto Higher National Diploma: Higher Secondary Certificate with a grade-point average of 4.5

For entry onto Integrated Master of Engineering – MEng (Hons): Diploma pass – 70% minimum

Advanced entry to undergraduate:
You can go straight to Year 2 if you have a three-year bachelor degree with a 55% score
Year 3 entry for exceptional candidates is decided on a case-by-case basis – your course must closely match our own curricula

For entry onto a Postgraduate programme, applicants require:	
A three year or four-year Bachelor's degree programme with minimum GPA of 2.5 from a Public University or a 2.6 from a Private university

A four year Bachelor of Engineering programme with a minimum GPA of 2.5 or equivalent for Engineering programmes

A 2:2 Master of Arts, Science or Commerce, or LLM or a Master of Science in Engineering or Master of Engineering with 50% minimum.",,,
