uniName,Course_listing_Link,LISTING_PROGRAMME,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Entry Req Link,EnglishRequirementLink,ScholarshipLink,Comment
London South Bank University,https://www.lsbu.ac.uk/study/course-finder?f.Method+of+Study%7CcoursesMode=full-time&profile=_default&query=%21nullsearch&collection=lsbu%7Esp-courses-meta&sort=title&f.Level%7CcourseLevel=foundation,Foundation ,,,https://www.lsbu.ac.uk/study/course-finder/hscfoundationyear,https://www.lsbu.ac.uk/study/undergraduate/entry-requirements,https://www.lsbu.ac.uk/study/undergraduate/entry-requirements,https://www.lsbu.ac.uk/international/fees-and-funding/scholarships,pdf/ not found
,https://www.lsbu.ac.uk/study/course-finder?f.Method+of+Study%7CcoursesMode=full-time&profile=_default&query=%21nullsearch&collection=lsbu%7Esp-courses-meta&sort=title&f.Level%7CcourseLevel=undergraduate,"
Undergraduate 
",,,,,,,
,https://www.lsbu.ac.uk/study/course-finder?f.Method+of+Study%7CcoursesMode=full-time&profile=_default&query=%21nullsearch&collection=lsbu%7Esp-courses-meta&sort=title&f.Level%7CcourseLevel=postgraduate,"
Postgraduate ",,,,,"Exam name

Undergraduate level required

Postgraduate level required (for 'MSc with Internshi' requirements, please see below)

Academic IELTS (International English Language Testing Service)

6.0 (with no component below 5.5)

6.5 (with no component below 5.5), subject to course. Check course entries in our Course Finder for specific information.

TOEFL iBT

Overall score: 80

Reading: 18
Listening: 17
Writing: 17
Speaking: 20

Overall score: 90

Reading: 18
Listening: 17
Writing: 17
Speaking: 20

Pearson Test of English
Academic (PTE Academic)

Overall score: 59  (minimum score required in each skill area is 59)

Overall score: 60 (minimum score required in each skill area is 59)

Cambridge English:

First
Advanced
Proficiency
Overall score: 169 (with no score below 162)

Overall score: 180 (with no score below 162)

LanguageCert SELT or International ESOL (IESOL) Exam

B2 Communicator
C1 Expert
C2 Mastery
High Pass

Minimum score required in each skill area is 33*

(*For C2 Mastery, min score for Listening is 25)

High Pass

Minimum score required in each skill area is 33*

(*For C2 Mastery, min score for Listening is 25)

Trinity ISE

Pass ISE II with ‘Distinction’ in all 4 components

Pass ISE III with ‘Pass’ in all 4 components

GCSE / O-Level / IGCSE English Language (Edexcel/ Cambridge Overseas exam boards)

Grade C

Grade C

A Level / AS Level English Language

Grade C

Grade C

LanguageCert Academic

Overall 65 with minimum 60 in each component score	Overall 70 with minimum 60 in each component score",,
