uniName,LISTING_PROGRAMME,Course_listing_Link,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Req Link,EnglishRequirementLink,ScholarshipLink,Comment
,,,,,,r.html,e.html,s.html,pdf/ not found
,,,https://www.law.ac.uk/study/search/?method=campus&lvls=undergraduate&lvls=postgraduate&smodes=fulltime&page=1,https://www.law.ac.uk/study/search/?method=campus&lvls=undergraduate&lvls=postgraduate&smodes=fulltime&page=2,https://www.law.ac.uk/study/postgraduate/business/msc-cyber-security-management/,https://www.law.ac.uk/students/international/the-application-process/entry-requirements/,,https://www.law.ac.uk/students/international/why-study-with-us/financial-information/international-scholarships/,"English Requirement in PDF format 

https://www.law.ac.uk/globalassets/13.-media--doc-repo/04.-students/international/pdf_students_accepted-english-language-qualifications.pdf"
