uniName,LISTING_PROGRAMME,Course_listing_Link,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Req Link,EnglishRequirementLink,ScholarshipLink,Comment
,,,,,,r.html,e.html,s.html,pdf/ not found
,Undergraduate,,https://www.canterbury.ac.uk/search/undergraduate-courses?pageIndex=1,https://www.canterbury.ac.uk/search/undergraduate-courses?pageIndex=2,https://www.canterbury.ac.uk/study-here/courses/computer-science-and-artificial-intelligence,https://www.canterbury.ac.uk/study-here/international/find-your-country/bangladesh,https://www.canterbury.ac.uk/study-here/international/english-language-requirements,https://www.canterbury.ac.uk/blogs/2025/international-student-scholarships-at-cccu,
,Foundation,,https://www.canterbury.ac.uk/search/foundation-year?pageIndex=1,https://www.canterbury.ac.uk/search/foundation-year?pageIndex=2,,,,,
,Postgraduate,,https://www.canterbury.ac.uk/search/postgraduate-taught-courses?pageIndex=1,https://www.canterbury.ac.uk/search/postgraduate-taught-courses?pageIndex=2,,,,,
