uniName,LISTING_PROGRAMME,Course_listing_Link,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Req Link,EnglishRequirementLink,ScholarshipLink,Comment
,,,,,,r.html,e.html,s.html,"Charles Wallace Trust Bursaries & Fellowships

Students from Bangladesh, India, Myanmar or Pakistan. Various funding opportunities are available at Masters or PhD level."
,,1,https://www.birmingham.ac.uk/study/courses?academicLevel=e2ad4c71-7518-45d7-b1a2-c1280513496c%2C73e0fd63-0e06-4007-9898-316387e121ec&campus=2a020f81-b3a9-483b-aaef-450ac0f1fe9d%2C6c94c033-0b1e-4acb-8860-c0796313a4be&courseStructure=1c63ff89-efb7-4f2b-8bf5-f6f79365dc0c%2Ca6575da0-f868-4842-bbd8-288437f56505&pageIndex=1&preventScrollTop=true&studyLevel=Undergraduate%2CPostgraduate%20taught%2CPostgraduate%20research&studyPattern=full%20time,https://www.birmingham.ac.uk/study/courses?academicLevel=e2ad4c71-7518-45d7-b1a2-c1280513496c%2C73e0fd63-0e06-4007-9898-316387e121ec&campus=2a020f81-b3a9-483b-aaef-450ac0f1fe9d%2C6c94c033-0b1e-4acb-8860-c0796313a4be&courseStructure=1c63ff89-efb7-4f2b-8bf5-f6f79365dc0c%2Ca6575da0-f868-4842-bbd8-288437f56505&pageIndex=2&preventScrollTop=true&studyLevel=Undergraduate%2CPostgraduate%20taught%2CPostgraduate%20research&studyPattern=full%20time,https://www.birmingham.ac.uk/study/postgraduate/subjects/computer-science-and-data-science-courses/advanced-computer-science-msc?location=Bangladesh,https://www.birmingham.ac.uk/international/students/country/bangladesh,https://www.birmingham.ac.uk/study/undergraduate/apply/entry-requirements/international-entry-requirements,,"BIA Progression Award for Academic Excellence
£5,000 tuition fee discounts for international students progressing from a Birmingham International Academy Foundation Pathway onto an undergraduate degree

Award value:
£5,000
Application deadline:
31 August 2027"
,,2,,,,,,,
