uniName,LISTING_PROGRAMME,Course_listing_Link,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Req Link,EnglishRequirementLink,ScholarshipLink,Comment
,,,,,,r.html,e.html,s.html,pdf/ not found
,Foundation,,https://www.bcu.ac.uk/courses/search?int=1&international=&janstart=&mode=1&skiptoresults=False&type=1&isclearingsearch=False&isinternationalsearch=True&isjanstartsearch=False&perpage=20&page=1#results,https://www.bcu.ac.uk/courses/search?int=1&international=&janstart=&mode=1&skiptoresults=False&type=1&isclearingsearch=False&isinternationalsearch=True&isjanstartsearch=False&perpage=20&page=2#results,https://www.bcu.ac.uk/courses/artificial-intelligence-msc-2026-27,https://www.bcu.ac.uk/international/bcu-in-your-country/bangladesh,https://www.bcu.ac.uk/international/your-application/english-language-and-english-tests/accepted-qualifications,https://www.bcu.ac.uk/international/bcu-in-your-country/bangladesh,bad website
,Undergraduate,,https://www.bcu.ac.uk/courses/search?int=1&international=&janstart=&mode=1&skiptoresults=False&type=2&isclearingsearch=False&isinternationalsearch=True&isjanstartsearch=False&perpage=20&page=1#results,https://www.bcu.ac.uk/courses/search?int=1&international=&janstart=&mode=1&skiptoresults=False&type=2&isclearingsearch=False&isinternationalsearch=True&isjanstartsearch=False&perpage=20&page=2#results,,"Entry requirements for Bangladeshi students
Undergraduate
Higher Secondary Certificate (HSC)/Intermediate Certificate with a GPA of 4.5 out of 5.0

OR

Four-year Diploma (from the Bangladesh Technical Education Board) with a GPA of 3.0.

Some of our courses may have an additional selection process, such as a portfolio, audition, or interview. If this is the case, details will be provided on the relevant course page.

Postgraduate
4 year Bachelor Degree with minimum of 55% / B- / GPA 2.75

OR

2 +2 / 3+ 1 with minimum of 55% / GPA 2.75 in Masters Degree.

Some of our courses may have an additional selection process, such as a portfolio, audition, or interview. If this is the case, details will be provided on the relevant course page.",Pearson test of English (PTE Academic Online) is not accepted,"Scholarships for international students
Undergraduate
BCU is offering a scholarship of £5,000 to self-funding international undergraduate students joining BCU on a full-time degree. The scholarship will be applied as a tuition fee discount of £3,000 in year one and £2,000 in year two.

International undergraduate scholarship
Postgraduate
BCU is offering a scholarship of £3,000 to self-funding international postgraduate students joining BCU on a full-time postgraduate taught Master’s degree. The scholarship will be applied as a tuition fee discount.",
,Postgraduate,,https://www.bcu.ac.uk/courses/search?int=1&international=&janstart=&mode=1&skiptoresults=False&type=3&isclearingsearch=False&isinternationalsearch=True&isjanstartsearch=False&perpage=20&page=1#results,https://www.bcu.ac.uk/courses/search?int=1&international=&janstart=&mode=1&skiptoresults=False&type=3&isclearingsearch=False&isinternationalsearch=True&isjanstartsearch=False&perpage=20&page=2#results,,,,,
,Postgraduate,,https://www.bcu.ac.uk/courses/search?term=&intake=&type=5&subj=&mode=1&International=true&page=&perpage=20&skiptoresults=1#results,https://www.bcu.ac.uk/courses/search?term=&intake=&type=5&subj=&mode=1&International=true&page=&perpage=20&skiptoresults=2#results,,,,,
