uniName,LISTING_PROGRAMME,Course_listing_Link,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Req Link,EnglishRequirementLink,ScholarshipLink,Comment
,,,,,,r.html,e.html,s.html,pdf/ not found
,,https://www.brunel.ac.uk/study/courses?courseLevel=0%2F2%2F24%2F28%2F870%2C0%2F2%2F24%2F28%2F43%2C0%2F2%2F24%2F28%2F871%2C0%2F2%2F24%2F28%2F44%2C0%2F2%2F24%2F28%2F872&pageSize=10000&studyMode=0%2F2%2F24%2F834%2F837%2C0%2F2%2F24%2F834%2F838,,,https://www.brunel.ac.uk/study/courses/artificial-intelligence-msc,https://www.brunel.ac.uk/international/your-country-and-region/Bangladesh,https://www.brunel.ac.uk/international/english-language-requirements,https://www.brunel.ac.uk/scholarships/home,Too specific entry requiment
,,,,,,Too specific entry requiment,,,
