sep=	
course_url
https://www.canterbury.ac.uk/study-here/courses/accounting-and-finance
https://www.canterbury.ac.uk/study-here/courses/accounting-and-finance-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/adult-nursing
https://www.canterbury.ac.uk/study-here/courses/animal-science
https://www.canterbury.ac.uk/study-here/courses/animal-science-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/applied-criminology
https://www.canterbury.ac.uk/study-here/courses/applied-criminology-criminal-investigation-foundation-year
https://www.canterbury.ac.uk/study-here/courses/applied-criminology-with-criminal-investigation
https://www.canterbury.ac.uk/study-here/courses/applied-criminology-with-forensic-investigation
https://www.canterbury.ac.uk/study-here/courses/applied-criminology-with-forensic-investigation-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/applied-criminology-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/archaeology
https://www.canterbury.ac.uk/study-here/courses/archaeology-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/architectural-engineering
https://www.canterbury.ac.uk/study-here/courses/architecture-engineering-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/biochemistry
https://www.canterbury.ac.uk/study-here/courses/biochemistry-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/biomedical-engineering-beng
https://www.canterbury.ac.uk/study-here/courses/biomedical-engineering-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/biomedical-science
https://www.canterbury.ac.uk/study-here/courses/biomedical-science-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/building-services-engineering
https://www.canterbury.ac.uk/study-here/courses/building-services-engineering-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/business-economics
https://www.canterbury.ac.uk/study-here/courses/business-economics-foundation-year
https://www.canterbury.ac.uk/study-here/courses/business-information-technology
https://www.canterbury.ac.uk/study-here/courses/business-information-technology-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/business-management
https://www.canterbury.ac.uk/study-here/courses/business-management-and-leadership-foundation-year
https://www.canterbury.ac.uk/study-here/courses/business-management-with-foundation-year
https://www.canterbury.ac.uk/study-here/courses/chemical-engineering-beng
https://www.canterbury.ac.uk/study-here/courses/chemical-engineering-with-foundation-year
