uniName,Course_listing_Link,LISTING_PROGRAMME,COURSE_LISTING_PAGE_1,COURSE_LISTING_PAGE_2,Course Detail page,Bangladesh Entry Req Link,EnglishRequirementLink,ScholarshipLink,Comment
University of Roehampton,https://www.roehampton.ac.uk/study/foundation-studies/?,Foundation ,,,https://www.roehampton.ac.uk/study/foundation-studies/biomedical-science-foundation-studies-certificate-of-higher-education/,https://www.roehampton.ac.uk/student-support/international-students/entry-requirements/,,https://www.roehampton.ac.uk/study/fees-and-funding/international-fees-and-financial-support/,pdf/ not found
,https://www.roehampton.ac.uk/study/undergraduate-courses/?page=4,Undergraduate,,,https://www.roehampton.ac.uk/study/undergraduate-courses/architectural-engineering/,,,"International Excellence Scholarship
We offer a range of generous scholarships worth up to £4,000 per year, as a tuition fee discount, to high achieving undergraduate (Bachelor's) international students*.

They are worth the following:

£4,000 scholarships (x3 years)
£2,500 scholarships (x3 years)
£1,000 scholarships (x3 years)
Further Information

This award cannot be combined with any other Roehampton scholarship or discount. If you are eligible for two scholarships or discounts, we will award you the one of the highest value.

*Extended degrees: scholarships will be applied in year 2 where criteria is met at point of application

* Available to students from outside the UK who have overseas fee status.

The University of Roehampton has sole discretion to assign, vary or withdraw this award.",
,https://www.roehampton.ac.uk/study/postgraduate-taught-courses/?,Postgraduate,,,https://www.roehampton.ac.uk/study/postgraduate-taught-courses/advanced-biomedical-science/,,,"International Excellence Scholarship
We offer a range of generous scholarships worth up to £4,000 per year, as a tuition fee discount, to high achieving postgraduate (Masters) international students*.

They are available for courses with January or September entry. They are worth the following:

£4,000 scholarships (1 year)
£2,500 scholarships (1 year)
£1,000 scholarships (1 year)
Further Information

This award cannot be combined with any other Roehampton scholarship or discount. If you are eligible for two scholarships or discounts, we will award you the one of the highest value.

*Available to students from outside the UK who have overseas fee status.

The University of Roehampton has sole discretion to assign, vary or withdraw this award.",
,https://www.roehampton.ac.uk/study/postgraduate-research-courses/?,Postgraduate Research,,,https://www.roehampton.ac.uk/study/postgraduate-research-courses/dba/,,"
Programme Level

Academic

English

IFP

Completion of Higher Secondary Certificate.

IELTS 4.5 with no less than 4.0 in any section

Undergraduate

Completion of Higher Secondary Certificate 70% or higher. Plus IELTS or suitable equivalent.

IELTS at 6.0 overall with no less than 5.5 in any section

Masters

Completion of a 4-year Bachelor’s at 65% or GPA 2.5

IELTS at 6.5 overall with no less than 5.5 in any section (7.0 overall for research degrees)

MBA

Completion of a 4-year Bachelor’s at 65% or GPA 2.5

IELTS at 6.5 overall with no less than 5.5 in any section Undergraduate degrees – 6.0 overall with a minimum 5.5 in each component
Undergraduate degree (Nutrition and Health) – 6.5 overall with a minimum 6.0 in each component
Postgraduate degrees – 6.5 overall with a minimum 5.5 in each component
Postgraduate degree (Clinical Nutrition) – 6.5 overall with a minimum 6.0 in each component
Research degrees – 7.0 overall with a minimum 6.5 in each componen",,
